Company Name,Business Sector,Category,Tags,H1B Sponsorship Likelihood,Fortune 500 (yes/no),Fortune 1500 (Yes if 500-1500/No),Boutique (Yes/No),AnalystsPick (Popular amoung Wallstreet waiting for IPO),Publicly traded (Yes/No)
"Fin Grid","HR Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Cloud Soft","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,Yes,No
"DeepSecurity","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"HealthWeb","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"ForgeSolutions","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Neuro Dynamics","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Bio Dynamics","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Bio Technologies","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,Yes,No
"Neuro Soft","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Bio Logic","Fintech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"BioDynamics","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Deep AI","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Fin Tech","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Bio Web","HR Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Quantum Cloud","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"NovaRobotics","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Kinex Labs","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Core Genomics","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Deep Cloud","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Quantum Systems","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"CyberData","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Vanguard Cloud","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Fin Dynamics","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Data Matrix","HealthTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Forge Security","Fintech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"SyntheAnalytics","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"FinSoft","E-commerce",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Pulse Cloud","Legal Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Neuro Ventures","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"ZephyrAnalytics","Fintech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Flux Dynamics","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"ApexHealth","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Vanguard Cyber","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"OmniOps","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Kinex Genomics","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Shift Health","HealthTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"BioSolutions","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Nexus Intelligence","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"CoreTech","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Fin Solutions","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"NexusCloud","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Aegis Cloud","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Vault Grid","HealthTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"CloudCyber","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Neuro Robotics","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Fin Solutions","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Nexus Robotics","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Cloud Security","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"LumiCyber","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Apex Sphere","Legal Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"KinexWeb","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,Yes,No
"Axiom Intelligence","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Synthe Soft","E-commerce",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Lumi Technologies","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Bio Grid","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Nova Tech","Fintech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Pulse Robotics","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Vault Soft","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"VanguardData","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"OmniNetworks","Fintech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"EchoCyber","CleanTech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Shift Health","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Forge Networks","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"ForgeVentures","Fintech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Fin Ops","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"ApexCyber","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Quantum Technologies","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Omni Health","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Nexus Matrix","E-commerce",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,Yes,No
"Apex Solutions","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Shift Dynamics","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Synthe AI","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"DeepAI","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Fin Ventures","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Lumi Logic","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"NexusWeb","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,Yes,No
"ZephyrOps","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"EchoOps","E-commerce",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Nova Logic","CleanTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Apex Technologies","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Neuro Cyber","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Nova Matrix","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,Yes,No
"Vertex AI","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Lumi Web","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Omni Cyber","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Vertex Robotics","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Tech Security","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Apex Technologies","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"SyntheWeb","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Core Networks","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Pulse Cloud","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Quantum Web","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Kinex Cloud","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Echo Sphere","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Cloud Tech","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Core Tech","HR Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"OmniData","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"DeepGrid","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Neuro Health","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Shift Intelligence","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Bio Networks","E-commerce",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Kinex Labs","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Neuro Ventures","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Vertex Security","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"SyntheVentures","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Quantum Capital","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Core Health","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Nova Solutions","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Quantum Sphere","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Synthe Data","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Health Data","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Bio AI","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Nexus Tech","HealthTech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Bio Data","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Fin Robotics","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"VertexNetworks","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Axiom Networks","Fintech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Lumi Logic","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"ShiftOps","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Cloud Analytics","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"ForgeAI","Fintech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"PulseRobotics","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Synthe Labs","Fintech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Flux Genomics","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Tech Cyber","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Bio Robotics","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Tech Dynamics","HR Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"CogitoWeb","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,Yes,No
"Cloud Cloud","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Flux Labs","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Deep Health","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Vanguard Networks","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Tech Matrix","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Axiom AI","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"LumiSphere","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Echo Genomics","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Quantum Soft","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"CoreGrid","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Deep Logic","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Health Cyber","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Cyber Tech","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Omni Genomics","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"LumiDynamics","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"QuantumTech","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"FluxGrid","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"VaultSecurity","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Shift Health","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,Yes,No
"Bio Intelligence","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Vanguard Ops","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Axiom Labs","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"ApexData","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Flux Web","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Vertex AI","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"DataNetworks","E-commerce",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Core Networks","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Vertex AI","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"CoreAnalytics","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Vertex Tech","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"CloudTech","Fintech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Nova Soft","HealthTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Vertex Health","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Synthe Solutions","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Omni Ops","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Cyber Systems","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Deep Capital","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,Yes,No
"Vault Web","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Deep AI","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Vault Solutions","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Health Capital","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"EchoTechnologies","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"EchoCapital","HealthTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"ShiftHealth","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Cloud Web","CleanTech",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"NexusLabs","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Health Robotics","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Fin Security","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Nexus Ops","Legal Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Kinex Intelligence","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Tech Data","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Neuro Data","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Cogito Matrix","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Pulse Sphere","E-commerce",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Cyber Networks","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Axiom Grid","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"PulseSoft","HealthTech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"OmniHealth","HealthTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Lumi Web","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,Yes,No
"Nexus Tech","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"CoreSecurity","Fintech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Cyber Systems","Logistics Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"AxiomRobotics","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Synthe Data","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Vertex Soft","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Cloud Sphere","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Tech Labs","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"CoreDynamics","HealthTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Fin Cloud","Logistics Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Omni Solutions","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Kinex Solutions","HR Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Fin Cyber","Fintech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Lumi Robotics","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Quantum Dynamics","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Data Genomics","Consumer Tech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Cogito Cloud","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,Yes,No
"Vanguard Cloud","HR Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Neuro Ventures","HealthTech",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Vanguard Systems","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"NovaSoft","E-commerce",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"DataIntelligence","Web3 & Crypto",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Axiom Grid","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"SyntheRobotics","Web3 & Crypto",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Lumi Labs","Enterprise SaaS",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Axiom Ops","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Fin AI","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,Yes,No
"Shift Intelligence","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"FinGenomics","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Echo Labs","HealthTech",Mid-Market,"Boutique, Fast-Growing",Very High,no,no,Yes,No,No
"Cyber Cyber","Cloud Infrastructure",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"NovaCyber","AI & Machine Learning",Mid-Market,"Mid-Market, Series B/C",Very High,no,no,No,No,No
"Nova Solutions","AI & Machine Learning",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Flux Genomics","Cybersecurity",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"CloudHealth","Cybersecurity",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Kinex Tech","Cloud Infrastructure",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Vanguard Cloud","E-commerce",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,Yes,No
"Health Solutions","Legal Tech",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"Quantum Genomics","CleanTech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Deep Soft","E-commerce",Mid-Market,"Boutique, Fast-Growing",Medium,no,no,Yes,No,No
"Echo Capital","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Medium,no,no,No,No,No
"OmniWeb","Fintech",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Axiom Analytics","Data & Analytics",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,No,No
"Tech Grid","Legal Tech",Mid-Market,"Boutique, Fast-Growing",Medium-High,no,no,Yes,No,No
"Pulse Logic","Consumer Tech",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
"Vault Sphere","Enterprise SaaS",Mid-Market,"Mid-Market, Series B/C",Medium-High,no,no,No,No,No
"Health Web","Legal Tech",Mid-Market,"Mid-Market, Series B/C",High,no,no,No,Yes,No
"Deep Data","Data & Analytics",Mid-Market,"Boutique, Fast-Growing",High,no,no,Yes,No,No
